Fermi GBM Flare List  (generated 29-May-2025 05:00)
                                                                                                    
Total # flares: 1204   Time range: 09-Oct-2022 00:00:00.000 - 29-Jun-2023 00:00:00.000
                                                                                                    
   Flare         Start time         Peak     End       Peak        Avg. Count      Sunward
                                                       c/ms           Rate        Detectors

 221226_0525 26-Dec-2022 05:25:52 05:26:46 05:28:36    7.672     717.1585365854  n5 n3 n1 n0
 221226_1001 26-Dec-2022 10:01:21 10:01:53 10:03:32    1.010     215.2061068702  n0 n1 n3 n5
 221226_1009 26-Dec-2022 10:09:36 10:10:22 10:12:48   14.816    3497.9375000000  n0 n1 n3 n5
 221226_1335 26-Dec-2022 13:35:13 13:35:30 13:36:23    1.271     193.0000000000  n5 n1 n3 n0
 221226_1753 26-Dec-2022 17:53:09 17:53:50 17:54:55    1.989     302.0377358491  n5 n3 n1 n0
 221226_1925 26-Dec-2022 19:25:14 19:26:12 19:27:50    1.584     235.5641025641  n1 n3 n0 n5
 221226_1938 26-Dec-2022 19:38:41 19:40:03 19:44:34    2.050     301.7386363636  n0 n1 n3 n5
 221226_1946 26-Dec-2022 19:46:16 19:49:53 19:59:14    8.102     355.1118251928  n5 n1 n3 n0
 221226_2053 26-Dec-2022 20:53:02 20:59:46 21:19:53    2.604     720.1738050900  n5 n3 n1 n4
 221226_2122 26-Dec-2022 21:22:45 21:25:45 21:26:59    1.518     284.9566929134  n5 n3 n1 n4
 221226_2222 26-Dec-2022 22:22:49 22:25:58 22:30:36    1.427     243.9721627409  n5 n1 n3 n4
 221226_2232 26-Dec-2022 22:32:02 22:36:20 22:42:30    5.806     381.9537480064  n1 n3 n0 n5
 221226_2245 26-Dec-2022 22:45:30 22:48:00 22:55:50    8.338     925.5774193548  n0 n1 n3 n6
 221226_2309 26-Dec-2022 23:09:17 23:09:58 23:10:39    1.416     206.3292682927  n5 n1 n3 n4
 221227_0014 27-Dec-2022 00:14:53 00:15:30 00:17:46    1.530     299.4418604651  n5 n3 n1 n0
 221227_0022 27-Dec-2022 00:22:20 00:50:56 00:51:04    6.748     311.0510440835  n5 n4 n2 n3
 221227_0144 27-Dec-2022 01:44:32 01:45:04 01:51:54    2.247     233.9773755656  n1 n3 n0 n5
 221227_0153 27-Dec-2022 01:53:20 01:54:09 01:55:47    1.267     245.7346938776  n0 n1 n3 n5
 221227_0203 27-Dec-2022 02:03:39 02:04:28 02:05:58    3.031     318.6762589928  n1 n3 n0 n5
 221227_0209 27-Dec-2022 02:09:47 02:10:24 02:10:57    2.454     258.6000000000  n5 n1 n3 n0
 221227_0219 27-Dec-2022 02:19:00 02:19:29 02:20:30    1.146     178.3444444444  n5 n1 n3 n4
 221227_0221 27-Dec-2022 02:21:48 02:22:50 02:23:10    0.586     100.1829268293  n5 n1 n3 n4
 221227_0224 27-Dec-2022 02:24:28 02:25:29 02:26:02    0.955     130.3085106383  n5 n4 n2 n1
 221227_0304 27-Dec-2022 03:04:12 03:05:13 03:32:11   10.401     325.8588445503  n5 n1 n3 n4
 221227_0446 27-Dec-2022 04:46:48 04:46:48 04:48:38    3.272     519.9009009009  n5 n1 n3 n4
 221227_0522 27-Dec-2022 05:22:30 05:23:03 05:24:25    1.520     236.5304347826  n5 n1 n3 n0
 221227_0707 27-Dec-2022 07:07:13 07:08:02 07:11:27    2.462     333.3858267717  n5 n4 n2 n3
 221227_0807 27-Dec-2022 08:07:34 08:08:32 08:34:28   21.954     727.7366790582  n1 n3 n0 n5
 221227_0838 27-Dec-2022 08:38:42 08:39:23 08:40:08    1.757     197.9651162791  n5 n1 n3 n4
 221227_1620 27-Dec-2022 16:20:49 16:23:45 16:33:15   45.158    1893.3677852349  n5 n3 n1 n4
 221227_1719 27-Dec-2022 17:19:07 17:29:21 17:44:40    9.758     478.2859007833  n5 n1 n3 n0
 221227_1938 27-Dec-2022 19:38:57 19:40:14 19:46:03    2.207     275.2276995305  n5 n4 n3 n1
 221227_2034 27-Dec-2022 20:34:55 20:35:41 20:39:02    9.794    2238.2764227642  n5 n4 n2 n1
 221228_0248 28-Dec-2022 02:48:56 02:49:04 03:16:39    1.974     255.4858689116  n5 n4 n2 n3
 221228_1441 28-Dec-2022 14:41:52 14:42:00 14:42:24    2.289     431.9393939394  n5 n4 n2 n3
 221228_1733 28-Dec-2022 17:33:29 17:35:28 17:36:42    1.578     298.5751295337  n5 n3 n1 n0
 221229_0637 29-Dec-2022 06:37:11 06:37:15 06:44:13    0.766     128.4289099526  n5 n4 n2 n3
 221229_0738 29-Dec-2022 07:38:24 07:59:13 08:08:38    1.302     249.8132231405  n1 n3 n0 n5
 221229_1031 29-Dec-2022 10:31:53 10:32:29 10:33:47    1.803     242.8086956522  n5 n4 n2 n3
 221229_1104 29-Dec-2022 11:04:39 11:10:39 11:20:33    2.421     285.0000000000  n1 n3 n0 n5
 221229_1826 29-Dec-2022 18:26:16 18:31:56 19:09:45   15.078    1000.0114986585  n5 n1 n3 n4
 221229_1919 29-Dec-2022 19:19:55 19:20:40 19:22:23    1.748     185.8571428571  n5 n4 n2 n3
 221230_0732 30-Dec-2022 07:32:02 07:46:27 07:56:12    3.273     339.5117241379  n5 n3 n1 n4
 221230_0902 30-Dec-2022 09:02:51 09:05:39 09:11:31    4.015     376.9846153846  n5 n3 n1 n0
 221230_1107 30-Dec-2022 11:07:21 11:09:36 11:16:30   13.648     895.6757741348  n5 n4 n2 n1
 221230_1401 30-Dec-2022 14:01:38 14:04:38 14:11:44    5.602     432.3300330033  n5 n3 n1 n4
 221230_1646 30-Dec-2022 16:46:57 16:48:11 16:57:07    1.303     238.8131147541  n5 n1 n3 n4
 221230_1907 30-Dec-2022 19:07:39 19:08:38 19:11:22   11.716    2104.0134529148  n5 n4 n2 n1
 221230_1947 30-Dec-2022 19:47:44 19:47:56 20:10:36    0.958     152.4096209913  n5 n1 n3 n4
 221231_0233 31-Dec-2022 02:33:02 02:35:54 02:57:12    5.995     452.6158620690  n5 n3 n1 n4
 221231_1624 31-Dec-2022 16:24:26 16:25:15 16:25:56    0.997     208.4000000000  n5 n1 n3 n4
 221231_2139 31-Dec-2022 21:39:13 21:43:15 21:59:30   16.411    1695.6967953985  n5 n3 n1 n4
 230101_0219  1-Jan-2023 02:19:52 02:26:24 02:33:44    2.403     864.6862980769  n5 n3 n1 n4
 230101_0659  1-Jan-2023 06:59:30 07:00:16 07:01:25    4.045     516.0173913043  n5 n3 n1 n0
 230101_2257  1-Jan-2023 22:57:44 23:00:07 23:18:17    2.269     275.0989456610  n5 n3 n1 n4
 230102_0526  2-Jan-2023 05:26:34 05:26:54 05:29:42    2.627     349.1489361702  n5 n3 n1 n4
 230102_0957  2-Jan-2023 09:57:31 09:59:50 10:02:26    2.000     270.9491525424  n5 n3 n1 n4
 230102_1136  2-Jan-2023 11:36:09 11:36:54 11:57:27    2.367     265.8873239437  n5 n3 n1 n4
 230102_2142  2-Jan-2023 21:42:14 21:42:22 21:42:38    2.447     452.8800000000  n5 n4 n2 n1
 230102_2302  2-Jan-2023 23:02:31 23:03:44 23:09:20    1.356     194.5121951220  n5 n4 n2 n3
 230103_0456  3-Jan-2023 04:56:06 04:57:57 04:59:35    2.463     393.9856459330  n5 n3 n1 n0
 230103_0625  3-Jan-2023 06:25:21 06:27:15 07:04:21   58.199    4731.9671080735  n5 n1 n3 n0
 230103_0804  3-Jan-2023 08:04:07 08:17:18 08:37:22    1.140     227.3954887218  n5 n3 n1 n4
 230104_1631  4-Jan-2023 16:31:29 16:31:37 16:32:27    1.462     255.1052631579  n5 n4 n2 n1
 230104_1840  4-Jan-2023 18:40:31 18:44:53 19:20:02    5.279     291.0455311973  n5 n1 n3 n0
 230105_0245  5-Jan-2023 02:45:47 02:46:15 02:48:31    2.372     255.1280487805  n1 n3 n5 n0
 230105_0510  5-Jan-2023 05:10:45 05:11:42 05:13:33    0.709     117.4940476190  n5 n1 n3 n0
 230105_0913  5-Jan-2023 09:13:25 09:21:49 09:34:14    1.013     220.6861489191  n5 n4 n2 n3
 230106_0052  6-Jan-2023 00:52:28 00:56:36 01:37:50  592.146   54040.3851525175  n5 n4 n2 n1
 230106_1846  6-Jan-2023 18:46:54 18:47:30 18:56:31    8.436    2105.6672443674  n5 n4 n2 n3
 230106_2023  6-Jan-2023 20:23:43 20:26:31 20:29:48    3.049     364.4794520548  n5 n4 n2 n3
 230106_2321  6-Jan-2023 23:21:26 23:22:31 23:24:10    1.674     289.8902439024  n5 n4 n2 n3
 230107_0044  7-Jan-2023 00:44:08 00:49:11 01:12:35   49.977    5415.1353251318  n5 n4 n2 n3
 230107_1053  7-Jan-2023 10:53:44 10:57:17 11:03:50    7.196     536.9141914191  n5 n4 n2 n1
 230107_1107  7-Jan-2023 11:07:02 11:08:04 11:09:42    4.012     435.1437500000  n5 n1 n3 n0
 230107_1636  7-Jan-2023 16:36:43 16:48:11 17:05:11    6.478     436.0000000000  n5 n4 n2 n3
 230107_1817  7-Jan-2023 18:17:53 18:25:20 18:29:46    1.569     250.4824684432  n5 n4 n2 n3
 230107_1831  7-Jan-2023 18:31:08 18:33:02 18:37:16    4.730     394.0081300813  n5 n4 n2 n3
 230107_2203  7-Jan-2023 22:03:23 22:04:36 22:11:01   12.399     380.9803921569  n5 n4 n2 n1
 230107_2328  7-Jan-2023 23:28:30 23:29:48 23:34:02    4.254     438.0933734940  n5 n4 n2 n3
 230107_2346  7-Jan-2023 23:46:44 23:47:37 23:48:26    2.523     329.7352941176  n5 n3 n1 n0
 230108_0224  8-Jan-2023 02:24:10 02:26:13 02:34:41    1.575     243.0982567353  n5 n4 n2 n3
 230108_0258  8-Jan-2023 02:58:01 03:00:33 03:01:30    3.897     612.3636363636  n5 n1 n3 n0
 230108_0337  8-Jan-2023 03:37:26 03:40:06 03:52:15    5.337     330.2823397075  n5 n1 n3 n4
 230108_0530  8-Jan-2023 05:30:26 05:33:10 05:53:59    1.452     222.1528662420  n5 n4 n2 n3
 230108_0701  8-Jan-2023 07:01:25 07:02:51 07:27:26    1.538     216.2370275464  n5 n4 n2 n3
 230108_0843  8-Jan-2023 08:43:19 08:48:35 09:22:14    7.102     353.4149892934  n5 n4 n2 n3
 230108_1012  8-Jan-2023 10:12:52 10:28:06 10:34:23    1.215     220.2434108527  n5 n4 n2 n3
 230108_1159  8-Jan-2023 11:59:30 12:02:55 12:07:50    3.117     380.2440000000  n5 n4 n2 n3
 230108_1227  8-Jan-2023 12:27:54 12:29:29 12:32:33    1.072     145.4444444444  n5 n1 n3 n0
 230108_1453  8-Jan-2023 14:53:35 14:57:45 15:23:09    4.264     505.1792559188  n5 n4 n2 n3
 230108_1847  8-Jan-2023 18:47:29 18:53:05 18:53:21    6.731     971.3267045455  n5 n1 n3 n0
 230108_1932  8-Jan-2023 19:32:03 19:32:12 19:33:50    1.007     177.4811320755  n5 n4 n1 n3
 230108_2139  8-Jan-2023 21:39:02 21:39:59 21:43:00    3.478     374.3613445378  n5 n4 n2 n3
 230109_0034  9-Jan-2023 00:34:19 00:36:30 00:47:42    1.541     263.7447073474  n5 n4 n2 n3
 230109_0049  9-Jan-2023 00:49:04 00:56:18 01:09:53   12.357     908.0880704564  n5 n4 n2 n3
 230109_0157  9-Jan-2023 01:57:52 01:59:06 02:12:39    3.331     623.8827508455  n5 n4 n2 n3
 230109_0848  9-Jan-2023 08:48:16 08:58:27 09:09:42   25.606    1874.4167962675  n5 n4 n2 n1
 230109_0950  9-Jan-2023 09:50:26 09:55:33 10:08:27    0.871     183.1748381129  n5 n4 n2 n3
 230109_1317  9-Jan-2023 13:17:46 13:20:46 13:34:30   16.122    3022.3436254980  n5 n4 n2 n3
 230109_1433  9-Jan-2023 14:33:00 14:56:42 15:13:42    3.969     355.2134371159  n5 n4 n2 n3
 230109_1605  9-Jan-2023 16:05:27 16:14:44 16:15:29    1.079     197.4385382060  n5 n4 n2 n3
 230109_1644  9-Jan-2023 16:44:34 16:45:43 16:49:33    2.105     268.0735785953  n5 n4 n2 n3
 230109_2052  9-Jan-2023 20:52:02 20:53:40 21:02:28    7.199     481.3285486443  n5 n1 n3 n4
 230109_2114  9-Jan-2023 21:14:46 21:15:18 21:18:14    1.021     227.1052631579  n5 n4 n2 n3
 230109_2228  9-Jan-2023 22:28:37 22:33:56 22:38:02    1.313     218.4619469027  n5 n4 n2 n1
 230109_2241  9-Jan-2023 22:41:47 22:57:54 23:17:25    1.653     233.6361085126  n5 n4 n2 n3
 230110_0010 10-Jan-2023 00:10:16 00:15:10 00:36:35  253.817   26074.2889733840  n5 n4 n2 n3
 230110_0047 10-Jan-2023 00:47:51 00:50:14 00:54:40    3.658     336.8292682927  n5 n4 n2 n1
 230110_0212 10-Jan-2023 02:12:40 02:13:19 02:26:50   19.401    3091.6489988221  n5 n4 n2 n3
 230110_0234 10-Jan-2023 02:34:24 02:36:23 02:36:45   49.778    8454.6170212766  n5 n1 n3 n0
 230110_0338 10-Jan-2023 03:38:17 03:42:52 03:47:30    2.100     269.0705244123  n5 n4 n2 n3
 230110_0642 10-Jan-2023 06:42:15 06:43:53 06:47:51    3.665     322.5267857143  n5 n4 n2 n3
 230110_0809 10-Jan-2023 08:09:52 08:13:33 08:20:10    2.043     301.4814216478  n5 n4 n2 n3
 230110_0828 10-Jan-2023 08:28:14 08:28:46 08:30:41    2.363     264.9183673469  n5 n4 n2 n3
 230110_1103 10-Jan-2023 11:03:29 11:05:33 11:28:22    7.817    1144.0227882038  n5 n1 n3 n0
 230110_1243 10-Jan-2023 12:43:40 12:44:29 12:46:24    2.654     255.4207317073  n5 n3 n1 n4
 230110_1300 10-Jan-2023 13:00:07 13:01:04 13:14:39    4.093     251.7694954128  n5 n4 n2 n3
 230110_1433 10-Jan-2023 14:33:18 14:34:24 14:38:50    1.399     253.3524096386  n5 n4 n2 n3
 230110_1445 10-Jan-2023 14:45:15 14:46:33 14:55:41   14.411    1836.9744408946  n5 n4 n2 n3
 230110_1459 10-Jan-2023 14:59:21 15:00:47 15:06:52    2.978     199.6962305987  n5 n4 n2 n3
 230110_1549 10-Jan-2023 15:49:03 16:07:29 16:32:08    4.099     219.0232108317  n5 n4 n2 n3
 230110_1724 10-Jan-2023 17:24:09 17:25:43 17:36:14   33.160    1925.1172413793  n5 n1 n3 n0
 230110_1746 10-Jan-2023 17:46:16 17:47:49 17:55:10   43.307    4802.9101123596  n5 n4 n2 n3
 230110_1935 10-Jan-2023 19:35:44 19:38:04 19:40:11    2.496     315.6278195489  n5 n4 n2 n3
 230110_2044 10-Jan-2023 20:44:59 20:45:31 20:46:25    1.946     242.3023255814  n5 n4 n2 n1
 230110_2242 10-Jan-2023 22:42:58 22:47:16 22:57:03  665.541  122070.6650887574  n5 n4 n2 n3
 230110_2350 10-Jan-2023 23:50:07 23:53:07 00:02:12    3.094     280.6027586207  n5 n4 n2 n1
 230111_0120 11-Jan-2023 01:20:05 01:21:35 01:39:00    1.313     173.8863436123  n5 n1 n3 n0
 230111_0145 11-Jan-2023 01:45:57 01:55:03 02:10:23  304.465   35344.9365187713  n5 n4 n2 n3
 230111_0320 11-Jan-2023 03:20:15 03:32:20 03:40:44    6.305     388.8730675346  n5 n4 n2 n3
 230111_0516 11-Jan-2023 05:16:10 05:17:07 05:19:26    2.403     280.8172588832  n5 n4 n2 n3
 230111_0606 11-Jan-2023 06:06:31 06:07:45 06:33:08    2.630     285.8904195366  n5 n1 n3 n0
 230111_0830 11-Jan-2023 08:30:34 08:33:21 08:36:10  293.358   68356.4298507463  n5 n4 n2 n1
 230111_2050 11-Jan-2023 20:50:28 20:54:58 21:05:21    3.209     317.8734602464  n5 n4 n2 n3
 230111_2359 11-Jan-2023 23:59:16 00:00:17 00:04:03    1.596     260.1637630662  n5 n4 n2 n3
 230112_0009 12-Jan-2023 00:09:18 00:10:20 00:11:37    0.985     204.7841726619  n5 n4 n2 n1
 230112_0138 12-Jan-2023 01:38:34 01:42:07 01:45:11    1.841     237.7380352645  n5 n4 n2 n3
 230112_0147 12-Jan-2023 01:47:39 01:48:48 01:53:51    0.762     155.6756032172  n5 n4 n2 n3
 230112_0338 12-Jan-2023 03:38:44 03:39:16 03:43:24    8.013    2427.3857142857  n5 n3 n1 n4
 230112_0556 12-Jan-2023 05:56:35 06:42:24 06:54:21    5.537     512.0057720058  n5 n4 n3 n1
 230112_0747 12-Jan-2023 07:47:23 07:48:37 07:55:34    2.481     309.3658536585  n5 n4 n2 n3
 230112_0807 12-Jan-2023 08:07:03 08:08:00 08:11:41    2.859     339.1397849462  n5 n4 n2 n3
 230112_1004 12-Jan-2023 10:04:41 10:05:47 10:06:44    1.995     269.6991869919  n5 n1 n3 n0
 230112_1111 12-Jan-2023 11:11:15 11:15:21 11:35:45   13.996     872.5265306122  n5 n4 n2 n3
 230112_1252 12-Jan-2023 12:52:21 12:54:12 12:56:56    2.275     313.7189781022  n5 n4 n2 n3
 230112_1349 12-Jan-2023 13:49:34 13:51:12 13:52:46    2.524     298.5336787565  n5 n1 n3 n0
 230112_1444 12-Jan-2023 14:44:19 14:50:15 14:52:14    3.389     507.9473684211  n5 n1 n3 n0
 230112_1550 12-Jan-2023 15:50:16 15:53:40 15:57:54    2.579     327.2701525054  n5 n4 n2 n3
 230112_1736 12-Jan-2023 17:36:54 17:37:35 17:39:50    1.312     259.4375000000  n5 n4 n2 n3
 230112_1846 12-Jan-2023 18:46:36 19:08:55 19:19:46    8.136     454.5831240583  n5 n4 n2 n3
 230112_2029 12-Jan-2023 20:29:03 20:29:53 20:42:33    8.717    1531.1938271605  n5 n4 n2 n3
 230112_2050 12-Jan-2023 20:50:48 20:56:04 20:56:32    2.946     327.4389534884  n5 n4 n3 n1
 230112_2216 12-Jan-2023 22:16:54 22:18:48 22:29:32    3.175     261.4419525066  n5 n4 n2 n3
 230112_2320 12-Jan-2023 23:20:04 23:50:43 00:11:41    1.134     160.0839522118  n5 n4 n2 n3
 230113_0140 13-Jan-2023 01:40:44 01:41:09 01:41:46    0.973     175.3278688525  n5 n4 n3 n1
 230113_0238 13-Jan-2023 02:38:58 02:54:24 03:11:19   15.419     506.0520082389  n5 n4 n2 n3
 230113_0447 13-Jan-2023 04:47:35 04:47:59 04:51:12    0.765     157.0414746544  n5 n4 n3 n1
 230113_0625 13-Jan-2023 06:25:39 06:26:00 06:26:25    2.095     303.4666666667  n5 n4 n3 n1
 230113_0733 13-Jan-2023 07:33:52 07:34:16 07:39:32    1.626     251.1088235294  n5 n4 n3 n1
 230113_0805 13-Jan-2023 08:05:16 08:09:18 08:11:49    2.361     200.3689567430  n5 n4 n2 n1
 230113_0906 13-Jan-2023 09:06:03 09:08:51 09:16:09    1.781     250.6864686469  n5 n4 n3 n1
 230113_1511 13-Jan-2023 15:11:46 15:13:32 15:22:17    0.656     113.0316957211  n5 n1 n3 n0
 230113_1653 13-Jan-2023 16:53:08 17:00:43 17:09:56   14.840     556.8273809524  n5 n1 n2 n3
 230113_1730 13-Jan-2023 17:30:04 17:31:14 17:35:48    1.601     198.1802325581  n5 n4 n3 n2
 230113_2132 13-Jan-2023 21:32:23 21:33:04 21:41:15    3.600     330.7819548872  n5 n1 n3 n4
 230113_2328 13-Jan-2023 23:28:30 23:29:28 23:35:57    1.452     235.6367713004  n5 n4 n3 n1
 230114_0042 14-Jan-2023 00:42:45 00:49:55 01:41:03    1.133     176.4894225272  n5 n4 n1 n3
 230114_0217 14-Jan-2023 02:17:55 02:46:39 02:59:41    1.190     167.5121659354  n5 n4 n2 n3
 230114_0433 14-Jan-2023 04:33:45 04:35:48 04:39:21    2.155     239.1071428571  n5 n4 n3 n1
 230114_1015 14-Jan-2023 10:15:13 10:17:16 10:18:22    2.267     190.9148936170  n5 n1 n3 n0
 230114_1103 14-Jan-2023 11:03:13 11:04:43 11:08:41    6.744     500.3109756098  n5 n4 n1 n3
 230114_1204 14-Jan-2023 12:04:23 12:05:45 12:12:02    2.328     314.0087145969  n5 n3 n1 n4
 230114_1245 14-Jan-2023 12:45:21 12:45:56 12:47:33    3.505     783.2781954887  n5 n1 n3 n4
 230114_1345 14-Jan-2023 13:45:53 13:47:31 13:52:18    1.708     279.9766233766  n5 n3 n1 n4
 230114_1459 14-Jan-2023 14:59:08 14:59:41 15:02:33    0.673     103.2536585366  n5 n1 n3 n4
 230114_1531 14-Jan-2023 15:31:05 15:32:02 15:34:50    8.158     527.7422222222  n5 n4 n2 n3
 230114_1957 14-Jan-2023 19:57:10 20:13:21 20:26:42   69.231   16610.1467268623  n5 n4 n3 n1
 230114_2119 14-Jan-2023 21:19:41 21:19:49 22:04:19    3.589     376.2067935797  n5 n1 n3 n4
 230114_2258 14-Jan-2023 22:58:40 23:22:26 23:30:29    1.707     202.9439497119  n5 n4 n3 n1
 230115_0340 15-Jan-2023 03:40:16 03:40:24 04:41:55   35.581    1769.1454447148  n5 n1 n3 n4
 230115_0515 15-Jan-2023 05:15:37 05:45:44 05:53:35    1.819     168.9371980676  n5 n4 n3 n1
 230115_0601 15-Jan-2023 06:01:13 06:04:18 06:07:02    4.246     344.3678160920  n5 n4 n3 n1
 230115_0610 15-Jan-2023 06:10:30 06:10:59 06:11:36    1.472     167.3484848485  n5 n4 n2 n1
 230115_0722 15-Jan-2023 07:22:27 07:24:01 07:28:15    2.173     265.7413793103  n5 n4 n3 n1
 230115_1049 15-Jan-2023 10:49:31 10:50:03 10:51:05    0.567     111.9787234043  n5 n4 n3 n1
 230115_1208 15-Jan-2023 12:08:42 12:10:45 12:16:25   11.781     752.3801295896  n5 n3 n1 n4
 230115_1311 15-Jan-2023 13:11:18 13:12:32 13:18:00    1.144     165.6758104738  n5 n1 n3 n4
 230115_1446 15-Jan-2023 14:46:20 14:46:28 15:30:34   13.843     743.5538809344  n5 n1 n3 n4
 230115_1807 15-Jan-2023 18:07:47 18:08:08 18:09:13    1.184     225.0697674419  n5 n3 n1 n4
 230115_1931 15-Jan-2023 19:31:52 19:32:08 19:33:01    1.155     162.3857142857  n5 n1 n3 n4
 230115_2122 15-Jan-2023 21:22:53 21:23:32 21:28:49    3.806    1411.6666666667  n5 n3 n1 n4
 230116_0232 16-Jan-2023 02:32:20 02:33:01 02:34:48    1.339     239.8027210884  n5 n3 n1 n4
 230116_0343 16-Jan-2023 03:43:35 03:44:15 03:46:04    7.432    1660.1275167785  n5 n3 n1 n4
 230116_0512 16-Jan-2023 05:12:49 05:14:28 05:20:32    2.856     268.7149028078  n5 n3 n1 n4
 230116_1141 16-Jan-2023 11:41:21 11:42:42 11:44:58    1.051     220.6313364055  n5 n3 n1 n4
 230116_1147 16-Jan-2023 11:47:00 11:48:43 11:52:12    2.684     299.2122186495  n5 n3 n1 n4
 230117_0005 17-Jan-2023 00:05:32 00:07:59 00:25:28   15.500     647.3085284281  n5 n4 n2 n1
 230117_0029 17-Jan-2023 00:29:01 00:29:54 00:32:42    1.278     223.5520361991  n5 n3 n1 n4
 230117_0156 17-Jan-2023 01:56:28 01:57:25 01:58:35    2.123     332.4645669291  n5 n3 n1 n4
 230117_0521 17-Jan-2023 05:21:38 05:22:48 05:25:40    1.308     242.3677685950  n5 n3 n1 n4
 230117_1313 17-Jan-2023 13:13:31 13:14:04 13:14:49    1.432     304.0641025641  n5 n3 n1 n4
 230117_2234 17-Jan-2023 22:34:47 22:35:20 22:36:29    1.787     272.4509803922  n5 n3 n1 n4
 230117_2350 17-Jan-2023 23:50:58 00:16:01 00:21:29    1.105     177.0371381759  n5 n3 n1 n4
 230118_0139 18-Jan-2023 01:39:27 01:39:58 01:43:41    2.266     789.1181102362  n5 n3 n1 n4
 230118_0349 18-Jan-2023 03:49:40 03:49:42 03:50:33    3.018    1708.2830188679  n5 n3 n1 n4
 230118_0357 18-Jan-2023 03:57:36 03:57:46 03:58:16    1.116     600.2000000000  n5 n1 n3 n4
 230118_0502 18-Jan-2023 05:02:27 05:18:58 05:21:05    9.272     389.4561717352  n5 n3 n1 n4
 230118_1056 18-Jan-2023 10:56:48 11:11:49 11:28:41    0.975     192.0637741767  n5 n3 n1 n4
 230118_1312 18-Jan-2023 13:12:02 13:12:27 13:12:56    3.671     426.7735849057  n5 n3 n1 n4
 230118_1435 18-Jan-2023 14:35:20 14:38:36 14:45:10    3.236     408.6864406780  n5 n3 n1 n4
 230118_2044 18-Jan-2023 20:44:00 20:45:42 20:50:24   29.009    6259.1506493506  n5 n3 n1 n4
 230119_0946 19-Jan-2023 09:46:05 09:47:27 09:49:54    5.231     483.1091703057  n5 n3 n1 n4
 230119_1059 19-Jan-2023 10:59:57 11:00:34 11:02:49    0.821     170.7441860465  n1 n3 n0 n5
 230119_1533 19-Jan-2023 15:33:49 15:37:47 15:57:06    1.982     240.9241231210  n5 n4 n2 n3
 230119_1728 19-Jan-2023 17:28:54 17:30:03 17:34:17    1.641     237.4567901235  n0 n1 n3 n5
 230120_0139 20-Jan-2023 01:39:35 01:41:46 01:56:39    8.311     380.7226562500  n5 n3 n1 n4
 230120_0627 20-Jan-2023 06:27:54 06:31:44 06:32:41    1.478     210.7595818815  n5 n1 n3 n0
 230120_1255 20-Jan-2023 12:55:30 12:56:15 12:59:38   21.074    3610.8629032258  n5 n1 n3 n0
 230120_1352 20-Jan-2023 13:52:20 13:52:53 14:16:26    3.107     312.7614107884  n5 n4 n2 n3
 230120_1656 20-Jan-2023 16:56:05 16:56:42 16:58:20    1.437     247.6518518519  n5 n4 n2 n3
 230120_1837 20-Jan-2023 18:37:31 18:38:04 18:39:22    5.740     469.9729729730  n5 n1 n3 n0
 230120_2343 20-Jan-2023 23:43:39 23:44:53 23:46:52    3.677     405.4870466321  n5 n3 n1 n0
 230121_0233 21-Jan-2023 02:33:40 02:33:57 02:38:31    1.514     257.7285223368  n5 n4 n3 n1
 230121_0400 21-Jan-2023 04:00:56 04:02:17 04:04:00    1.724     271.0597826087  n5 n1 n3 n4
 230121_0533 21-Jan-2023 05:33:54 05:35:45 05:40:07    2.511     287.3753351206  n5 n4 n2 n3
 230121_0916 21-Jan-2023 09:16:23 09:16:48 09:18:06    2.208     364.2450980392  n5 n3 n1 n0
 230121_0920 21-Jan-2023 09:20:17 09:20:58 09:21:51    1.835     307.5957446809  n5 n3 n1 n4
 230121_1108 21-Jan-2023 11:08:13 11:09:02 11:09:27    1.493     260.2297297297  n5 n1 n3 n4
 230121_1503 21-Jan-2023 15:03:16 15:03:49 15:04:30    1.739     218.0135135135  n5 n4 n2 n3
 230121_1636 21-Jan-2023 16:36:59 16:38:21 16:50:05    1.956     207.0750636132  n5 n1 n3 n4
 230121_1821 21-Jan-2023 18:21:23 18:23:47 18:28:09    2.639     289.2093596059  n5 n4 n3 n1
 230121_2015 21-Jan-2023 20:15:12 20:17:43 20:22:34    4.166     361.4864253394  n1 n3 n0 n5
 230122_0210 22-Jan-2023 02:10:37 02:12:48 02:19:34   12.121     884.9906890130  n5 n1 n3 n4
 230122_0603 22-Jan-2023 06:03:12 06:03:40 06:04:05    2.740     331.9056603774  n5 n1 n3 n0
 230122_1041 22-Jan-2023 10:41:48 10:47:52 10:53:45    7.009     582.9707112971  n5 n3 n1 n4
 230122_1141 22-Jan-2023 11:41:32 11:44:04 11:51:22    7.546     264.7745762712  n5 n1 n3 n4
 230122_1151 22-Jan-2023 11:51:55 11:55:03 12:30:53    8.047     449.5305686191  n1 n3 n5 n0
 230122_1408 22-Jan-2023 14:08:43 14:09:57 14:10:54    0.858     142.5496183206  n5 n4 n2 n1
 230122_1505 22-Jan-2023 15:05:47 15:06:24 15:12:16    0.921     157.0179948586  n1 n3 n5 n0
 230122_2108 22-Jan-2023 21:08:41 21:25:08 21:35:43    4.840     225.4155363748  n5 n1 n3 n0
 230122_2257 22-Jan-2023 22:57:59 23:16:37 23:19:37    1.238     229.5400616333  n5 n3 n1 n0
