Fermi GBM Flare List  (generated 29-May-2025 05:00)
                                                                                                    
Total # flares: 1201   Time range: 06-Jul-2012 00:00:00.000 - 13-Jan-2014 00:00:00.000
                                                                                                    
   Flare         Start time         Peak     End       Peak        Avg. Count      Sunward
                                                       c/ms           Rate        Detectors

 120731_0150 31-Jul-2012 01:50:24 01:50:57 01:51:59    6.162     656.6382978723  n0 n1 n3 n6
 120731_1125 31-Jul-2012 11:25:52 11:27:38 11:30:18    4.386     416.4849624060  n0 n3 n1 n6
 120731_1724 31-Jul-2012 17:24:11 17:24:44 17:28:41   10.781     806.2592592593  n0 n3 n1 n5
 120801_1250  1-Aug-2012 12:50:46 12:51:11 12:52:04    6.825     721.0897435897  n0 n6 n3 n1
 120802_0454  2-Aug-2012 04:54:38 04:55:03 04:56:08    6.689     847.7333333333  n0 n3 n1 n6
 120803_0554  3-Aug-2012 05:54:12 05:54:53 05:55:25    3.782     696.0405405405  n3 n1 n0 n5
 120803_0555  3-Aug-2012 05:55:38 05:55:50 06:00:37    1.867     309.2474916388  n0 n3 n1 n5
 120806_0042  6-Aug-2012 00:42:03 00:43:23 00:49:59   63.574   16400.2731092437  n5 n3 n1 n0
 120806_0435  6-Aug-2012 04:35:35 04:36:00 04:41:53  147.976   44005.2354497354  n5 n3 n1 n0
 120806_1404  6-Aug-2012 14:04:00 14:04:33 14:07:53    2.134     272.6266094421  n3 n1 n5 n0
 120807_1847  7-Aug-2012 18:47:40 18:48:46 18:49:59    2.379     417.2230215827  n5 n3 n1 n0
 120808_0728  8-Aug-2012 07:28:07 07:28:14 07:28:20   11.958   10850.7692307692  n5 n3 n1 n0
 120808_1128  8-Aug-2012 11:28:06 11:29:40 11:29:44    1.951     244.4591836735  n5 n3 n1 n4
 120809_0530  9-Aug-2012 05:30:03 05:30:56 05:32:50    5.733     681.1250000000  n0 n3 n1 n6
 120809_1145  9-Aug-2012 11:45:01 11:45:22 11:57:06    7.269     519.4262068966  n0 n3 n1 n6
 120814_0026 14-Aug-2012 00:26:11 00:27:08 00:31:14    2.810     266.9075907591  n5 n3 n1 n4
 120814_0031 14-Aug-2012 00:31:51 00:32:52 00:34:14    0.395      64.7692307692  n5 n4 n2 n3
 120814_1133 14-Aug-2012 11:33:02 11:33:06 11:33:35    2.663     569.0909090909  n5 n1 n3 n4
 120816_1250 16-Aug-2012 12:50:19 12:56:52 12:59:03    0.684     114.4351145038  n5 n1 n3 n4
 120817_1525 17-Aug-2012 15:25:38 15:27:00 15:32:12    2.959     320.0432569975  n5 n3 n1 n0
 120817_1711 17-Aug-2012 17:11:48 17:17:32 17:27:36   31.515    8443.9778481013  n1 n3 n0 n5
 120818_0057 18-Aug-2012 00:57:23 00:58:07 01:23:58  826.944   91473.6050156740  n5 n3 n1 n0
 120818_0612 18-Aug-2012 06:12:21 06:17:11 06:26:04    7.588     866.2989064399  n5 n3 n1 n4
 120818_0853 18-Aug-2012 08:53:27 08:53:27 08:55:05    1.672     353.9591836735  n5 n3 n1 n4
 120818_1033 18-Aug-2012 10:33:55 10:34:02 10:34:43    2.673    1867.5208333333  n1 n3 n5 n0
 120818_1152 18-Aug-2012 11:52:24 11:52:57 11:53:38    3.368     353.5405405405  n5 n4 n2 n1
 120818_1336 18-Aug-2012 13:36:30 13:36:43 13:39:24    3.234    1719.6228571429  n5 n1 n3 n0
 120818_1910 18-Aug-2012 19:10:50 19:11:31 19:12:07    2.317     423.7307692308  n5 n4 n2 n3
 120818_2316 18-Aug-2012 23:16:40 23:21:35 23:37:31   48.689    9992.3301358913  n1 n3 n0 n5
 120819_0236 19-Aug-2012 02:36:21 02:37:02 02:38:53    1.474     312.2828947368  n0 n1 n3 n5
 120819_0414 19-Aug-2012 04:14:13 04:14:37 04:17:09    2.470     461.3920454545  n5 n3 n1 n0
 120819_0419 19-Aug-2012 04:19:36 04:20:05 04:22:16    2.838     439.5312500000  n5 n3 n1 n0
 120819_0541 19-Aug-2012 05:41:59 05:42:31 05:44:26    8.190     694.6394557823  n1 n3 n0 n5
 120830_0139 30-Aug-2012 01:39:36 01:40:33 01:41:57   16.499    2333.3191489362  n5 n3 n1 n4
 120830_0143 30-Aug-2012 01:43:50 01:48:30 01:51:27    4.203    1200.5349344978  n5 n4 n2 n3
 120830_0228 30-Aug-2012 02:28:55 02:30:58 02:37:52    1.095     144.6703910615  n5 n4 n2 n3
 120830_0444 30-Aug-2012 04:44:34 04:44:51 04:45:19    2.093     203.8888888889  n5 n3 n1 n0
 120830_0604 30-Aug-2012 06:04:51 06:05:24 06:06:05    3.375     404.8783783784  n1 n3 n0 n5
 120830_0851 30-Aug-2012 08:51:52 08:53:43 08:57:44    2.139     198.0937500000  n5 n4 n2 n3
 120830_0908 30-Aug-2012 09:08:32 09:10:59 09:17:36   21.405    1375.0642201835  n1 n3 n5 n0
 120830_1205 30-Aug-2012 12:05:57 12:11:13 12:23:30   60.506    2509.6723646724  n5 n1 n3 n4
 120830_1901 30-Aug-2012 19:01:39 19:02:07 19:02:24    2.618     346.7111111111  n1 n5 n3 n0
 120830_2136 30-Aug-2012 21:36:12 21:36:57 21:39:09    1.191     187.3920454545  n5 n4 n2 n1
 120830_2140 30-Aug-2012 21:40:47 21:42:41 21:46:51    3.209     379.0082191781  n5 n1 n3 n4
 120831_0409 31-Aug-2012 04:09:46 04:10:08 04:12:45    4.300    1558.4636871508  n5 n1 n3 n0
 120831_0716 31-Aug-2012 07:16:50 07:20:47 07:26:03    3.873     377.0162748644  n5 n1 n3 n0
 120831_1408 31-Aug-2012 14:08:17 14:09:14 14:13:08    3.138     324.4536082474  n5 n1 n3 n0
 120831_2001 31-Aug-2012 20:01:06 20:26:59 20:32:22    1.457     132.4957356077  n1 n3 n5 n0
 120901_1108  1-Sep-2012 11:08:23 11:08:31 11:08:47    2.607     619.2800000000  n5 n4 n2 n3
 120901_1457  1-Sep-2012 14:57:50 14:57:50 14:57:50    0.001       0.0000000000  n5 n4 n2 n3
 120901_1825  1-Sep-2012 18:25:04 18:25:49 18:29:10    7.585     817.4227642276  n5 n1 n3 n0
 120902_1016  2-Sep-2012 10:16:56 10:18:26 10:21:35    4.454     633.8207885305  n5 n1 n3 n0
 120902_1806  2-Sep-2012 18:06:28 18:08:59 18:11:57   11.287    3961.5744680851  n5 n1 n3 n4
 120903_0242  3-Sep-2012 02:42:35 02:43:31 02:47:36   21.714    5715.3820598007  n5 n1 n3 n4
 120903_1310  3-Sep-2012 13:10:22 13:10:47 13:11:16    3.035     460.2452830189  n5 n4 n2 n1
 120905_0338  5-Sep-2012 03:38:30 03:43:09 03:56:03   22.801    1266.1918328585  n3 n1 n0 n5
 120905_0806  5-Sep-2012 08:06:32 08:06:44 08:14:59    0.472      66.5964566929  n5 n4 n2 n3
 120905_1617  5-Sep-2012 16:17:26 16:17:32 16:18:31    3.660    1819.2153846154  n5 n3 n1 n0
 120906_0235  6-Sep-2012 02:35:03 02:35:20 02:36:21    2.848     434.1666666667  n5 n4 n2 n3
 120906_0313  6-Sep-2012 03:13:44 03:14:04 03:16:15    2.713     373.7105263158  n5 n4 n2 n3
 120906_0409  6-Sep-2012 04:09:30 04:11:42 04:12:01   38.690   16101.6490066225  n5 n4 n2 n1
 120906_0953  6-Sep-2012 09:53:51 09:53:59 09:55:53    2.096     318.6747967480  n5 n1 n3 n4
 120906_1157  6-Sep-2012 11:57:28 11:57:45 11:58:09    1.745     367.7073170732  n5 n3 n1 n0
 120906_1516  6-Sep-2012 15:16:27 15:18:55 15:20:37   20.478    2813.5960000000  n5 n4 n3 n1
 120907_0020  7-Sep-2012 00:20:36 00:21:25 00:22:55    1.504     260.9712230216  n0 n3 n1 n6
 120907_0039  7-Sep-2012 00:39:10 00:43:33 00:46:04    1.584     212.9033816425  n5 n3 n1 n0
 120908_1738  8-Sep-2012 17:38:01 17:46:08 17:48:03   55.295    6336.1578073090  n0 n3 n1 n6
 120909_0655  9-Sep-2012 06:55:09 06:56:23 07:00:41   15.673    1432.3644578313  n5 n3 n1 n4
 120909_2157  9-Sep-2012 21:57:09 22:04:43 22:43:22   15.105    1176.9087630725  n5 n3 n1 n4
 120910_2344 10-Sep-2012 23:44:59 23:46:09 00:02:20   13.279     779.9403846154  n0 n3 n1 n5
 120911_0107 11-Sep-2012 01:07:31 01:09:54 01:14:29    1.117     160.5765550239  n5 n4 n1 n3
 120911_2155 11-Sep-2012 21:55:43 21:57:34 22:09:55    1.000     141.3884976526  n3 n1 n0 n5
 120912_0103 12-Sep-2012 01:03:43 01:04:28 01:06:43    7.764     610.9777777778  n5 n3 n1 n0
 120912_0108 12-Sep-2012 01:08:50 01:09:47 01:11:13    8.166     700.0349650350  n3 n1 n0 n5
 120912_0435 12-Sep-2012 04:35:08 04:35:47 04:36:24    4.730    1306.0526315789  n0 n3 n1 n6
 120913_0737 13-Sep-2012 07:37:51 07:39:41 07:44:53    1.175     215.9146919431  n5 n1 n3 n4
 120913_1559 13-Sep-2012 15:59:46 16:00:31 16:02:34    1.992     265.5476190476  n5 n3 n1 n0
 120917_1353 17-Sep-2012 13:53:36 13:54:00 13:56:19    4.263     546.9817073171  n5 n4 n2 n1
 120919_1508 19-Sep-2012 15:08:02 15:09:08 15:15:17    2.144     282.0092165899  n3 n1 n0 n5
