Fermi GBM Flare List  (generated 29-May-2025 05:00)
                                                                                                    
Total # flares: 1232   Time range: 14-Nov-2014 00:00:00.000 - 01-Jun-2017 00:00:00.000
                                                                                                    
   Flare         Start time         Peak     End       Peak        Avg. Count      Sunward
                                                       c/ms           Rate        Detectors

 141217_2112 17-Dec-2014 21:12:23 21:23:18 21:33:29   22.679    1273.6421800948  n0 n1 n3 n6
 141217_2235 17-Dec-2014 22:35:39 22:36:15 22:37:17    5.623     552.8163265306  n5 n3 n1 n4
 141217_2243 17-Dec-2014 22:43:42 22:45:16 22:51:57    4.479     547.5120967742  n5 n3 n1 n4
 141218_0232 18-Dec-2014 02:32:53 02:34:47 02:37:48    8.274    1093.1796610169  n5 n4 n2 n3
 141218_0524 18-Dec-2014 05:24:38 05:25:15 05:29:16    3.071     390.4587813620  n5 n3 n1 n4
 141218_0706 18-Dec-2014 07:06:05 07:06:41 07:09:09    5.404     440.9510869565  n1 n3 n0 n5
 141218_0854 18-Dec-2014 08:54:21 08:55:35 08:59:04   24.267    1105.3215547703  n5 n4 n2 n3
 141218_0935 18-Dec-2014 09:35:02 09:35:23 09:52:59    5.912     350.0965645311  n5 n4 n2 n3
 141218_1024 18-Dec-2014 10:24:24 10:24:52 10:28:42    2.387     276.8914728682  n5 n1 n3 n0
 141218_1208 18-Dec-2014 12:08:34 12:09:32 12:09:44    2.228     429.3142857143  n5 n4 n2 n3
 141218_1245 18-Dec-2014 12:45:44 12:46:09 13:01:10   18.121    1061.7062634989  n5 n4 n2 n3
 141218_1302 18-Dec-2014 13:02:16 13:03:46 13:06:13    1.084     194.7731092437  n1 n3 n0 n5
 141218_1557 18-Dec-2014 15:57:27 16:21:00 16:23:15   40.023     813.2894056848  n0 n1 n3 n6
 141218_1648 18-Dec-2014 16:48:42 16:48:46 16:54:39    5.820     399.0140449438  n5 n1 n3 n4
 141218_1756 18-Dec-2014 17:56:26 17:58:41 18:01:04    1.503     329.0967741935  n5 n3 n1 n0
 141218_1936 18-Dec-2014 19:36:30 19:38:37 19:40:52   67.181    6973.6221374046  n0 n1 n3 n6
 141218_2217 18-Dec-2014 22:17:47 22:17:55 23:05:30   24.527    1581.8630806846  n5 n4 n2 n3
 141219_0009 19-Dec-2014 00:09:45 00:10:31 00:17:32    2.015     313.1199143469  n5 n3 n1 n4
 141219_0209 19-Dec-2014 02:09:47 02:11:41 02:17:09   27.207    1706.3665158371  n1 n3 n5 n0
 141219_0331 19-Dec-2014 03:31:40 03:32:13 03:36:06    3.333     389.3533834586  n5 n3 n1 n0
 141219_0338 19-Dec-2014 03:38:30 03:41:14 03:45:40   12.973    1125.8209302326  n5 n3 n1 n4
 141219_0354 19-Dec-2014 03:54:16 03:54:53 03:57:28    4.596     379.8601036269  n5 n4 n2 n3
 141219_0846 19-Dec-2014 08:46:35 08:47:12 08:48:26    8.931     565.7387387387  n5 n4 n1 n3
 141219_0932 19-Dec-2014 09:32:36 09:39:42 10:15:24   28.418    1466.4894859813  n5 n3 n1 n4
 141219_1607 19-Dec-2014 16:07:44 16:09:22 16:11:25    3.694     423.0407239819  n5 n3 n1 n0
 141219_1724 19-Dec-2014 17:24:16 17:24:32 17:25:25    1.875     254.0285714286  n5 n4 n2 n3
 141219_1737 19-Dec-2014 17:37:14 17:39:04 17:49:56    1.552     242.6089238845  n1 n3 n0 n5
 141219_1817 19-Dec-2014 18:17:47 18:19:34 18:20:56    1.878     390.7659574468  n5 n4 n2 n1
 141219_2227 19-Dec-2014 22:27:39 22:30:22 22:33:51   10.801    1002.6407506702  n5 n3 n1 n0
 141220_0013 20-Dec-2014 00:13:52 00:25:22 00:36:02  902.259  556680.2285714286  n1 n3 n5 n0
 141220_0118 20-Dec-2014 01:18:31 01:18:39 02:16:53   49.897    3320.2130211308  n5 n4 n2 n1
 141220_0253 20-Dec-2014 02:53:50 03:10:17 03:43:44    1.136     205.7812291249  n1 n3 n5 n0
 141220_0449 20-Dec-2014 04:49:49 04:50:06 04:50:18    1.540     335.3448275862  n5 n3 n1 n0
 141220_1138 20-Dec-2014 11:38:34 11:39:23 11:41:18    4.266     360.7743902439  n5 n4 n2 n3
 141220_1408 20-Dec-2014 14:08:59 14:09:40 14:10:12    2.392     372.5810810811  n5 n3 n1 n4
 141220_1547 20-Dec-2014 15:47:49 15:48:59 15:53:04    8.646     540.7523809524  n5 n1 n3 n0
 141220_2030 20-Dec-2014 20:30:55 20:32:05 20:56:23   58.626    3797.4282907662  n5 n3 n1 n4
 141220_2101 20-Dec-2014 21:01:09 21:02:07 21:02:39    6.584     604.3222222222  n5 n3 n1 n0
 141220_2229 20-Dec-2014 22:29:52 22:30:00 22:30:33    4.044     559.6585365854  n0 n1 n3 n5
 141220_2337 20-Dec-2014 23:37:56 23:38:57 23:43:44    2.837     351.7959770115  n5 n1 n3 n4
 141220_2357 20-Dec-2014 23:57:31 23:58:00 23:59:05    3.091     529.7978723404  n5 n3 n1 n0
 141221_0243 21-Dec-2014 02:43:55 02:45:37 03:07:48    2.056     278.1966527197  n5 n4 n2 n1
 141221_0443 21-Dec-2014 04:43:35 04:51:26 05:08:14   12.905     738.2596348884  n0 n1 n3 n5
 141221_0636 21-Dec-2014 06:36:18 06:36:34 06:38:16    1.604     314.6134453782  n5 n3 n1 n4
 141221_0729 21-Dec-2014 07:29:53 07:29:57 07:57:40   18.972     735.0575884823  n5 n4 n2 n3
 141221_0811 21-Dec-2014 08:11:11 08:11:29 08:11:58    2.508    1500.1702127660  n1 n3 n5 n0
 141221_0814 21-Dec-2014 08:14:40 08:14:55 08:15:57    2.121    1302.0384615385  n5 n1 n3 n0
 141221_1106 21-Dec-2014 11:06:57 11:11:11 11:19:15    1.531     272.8995929444  n0 n1 n3 n5
 141221_1121 21-Dec-2014 11:21:21 11:36:10 11:39:27    7.631     861.8110599078  n5 n4 n1 n3
 141221_1215 21-Dec-2014 12:15:54 12:24:22 12:35:09    2.138     384.0519480519  n5 n3 n1 n4
 141221_1252 21-Dec-2014 12:52:18 12:59:44 13:07:48    7.228     269.1924731183  n5 n3 n1 n4
 141221_1312 21-Dec-2014 13:12:39 13:13:44 13:14:42    3.239     445.3089430894  n5 n4 n2 n3
 141221_1545 21-Dec-2014 15:45:22 15:46:23 15:49:19    1.410     293.5546218487  n5 n3 n1 n0
 141221_1622 21-Dec-2014 16:22:50 16:23:35 16:24:45    0.553     114.8782608696  n5 n4 n2 n3
 141221_1722 21-Dec-2014 17:22:30 17:28:02 17:28:06    8.335     771.3869047619  n0 n1 n3 n5
 141221_1755 21-Dec-2014 17:55:50 17:57:57 18:00:32    2.325     238.9858657244  n5 n4 n2 n1
 141222_0128 22-Dec-2014 01:28:30 01:37:39 01:55:33   18.971    1242.8421701603  n5 n3 n1 n0
 141222_0427 22-Dec-2014 04:27:34 04:52:09 05:07:51   18.159    1092.6781133637  n5 n3 n1 n4
 141222_1056 22-Dec-2014 10:56:47 11:01:09 11:24:43   29.252    1236.3916417910  n5 n3 n1 n0
 141222_2210 22-Dec-2014 22:10:03 22:18:07 22:23:06    6.761     867.5805626598  n5 n1 n3 n0
 141223_0453 23-Dec-2014 04:53:28 04:53:53 04:57:46    1.089     208.3217054264  n5 n4 n2 n1
 141223_0741 23-Dec-2014 07:41:51 07:42:03 07:42:28    1.740     359.1891891892  n1 n3 n0 n5
 141223_2128 23-Dec-2014 21:28:22 21:29:19 21:32:24    1.645     278.1776859504  n5 n4 n2 n1
 141223_2303 23-Dec-2014 23:03:16 23:03:24 23:14:07    0.898     148.4546850998  n5 n4 n2 n3
 141224_0232 24-Dec-2014 02:32:42 02:34:49 02:42:48   10.420     558.3151815182  n1 n3 n5 n0
 141225_0240 25-Dec-2014 02:40:16 02:43:03 02:49:04    1.675     241.8200757576  n5 n3 n1 n0
 141225_0520 25-Dec-2014 05:20:09 05:22:28 05:26:17   29.546    1773.6558265583  n5 n3 n1 n4
 141225_0728 25-Dec-2014 07:28:58 07:29:31 07:30:28    1.664     361.0111111111  n5 n1 n3 n0
 141225_0846 25-Dec-2014 08:46:23 08:47:00 08:52:44    6.572     631.7427821522  n5 n3 n1 n0
 141225_1211 25-Dec-2014 12:11:56 12:12:01 12:18:05    1.053     225.9268292683  n5 n3 n1 n0
 141226_0827 26-Dec-2014 08:27:22 08:28:28 08:30:47    3.115     395.3609756098  n5 n1 n3 n0
 141226_0839 26-Dec-2014 08:39:11 08:40:00 08:41:30    2.606     380.2805755396  n1 n3 n5 n0
 141226_1801 26-Dec-2014 18:01:52 18:04:31 18:16:36   16.634    1034.5954802260  n5 n1 n3 n0
 141227_0205 27-Dec-2014 02:05:36 02:14:20 02:31:53  125.778    5394.1585288523  n3 n1 n0 n5
 141228_0959 28-Dec-2014 09:59:06 09:59:10 10:08:03    1.640     258.8770949721  n3 n1 n0 n5
 141228_1335 28-Dec-2014 13:35:32 13:36:00 13:38:52    1.501     173.6417910448  n5 n4 n2 n3
 141228_1753 28-Dec-2014 17:53:02 17:54:37 17:56:40    5.524     743.2718894009  n1 n3 n5 n0
 141230_0625 30-Dec-2014 06:25:31 06:39:06 06:48:27    2.410     326.9265988372  n5 n3 n1 n0
 141231_0001 31-Dec-2014 00:01:55 00:03:05 00:04:39    1.876     341.5975609756  n1 n3 n5 n0
 141231_0153 31-Dec-2014 01:53:20 01:54:05 01:55:39    3.139     333.8920863309  n5 n3 n1 n4
 141231_0645 31-Dec-2014 06:45:03 06:45:44 06:46:57    1.534     229.4086956522  n5 n4 n2 n1
 150101_0459  1-Jan-2015 04:59:29 05:01:13 05:03:24    2.558     513.7372881356  n5 n4 n2 n1
 150102_0435  2-Jan-2015 04:35:56 04:36:09 04:36:09    2.304     738.2500000000  n5 n3 n1 n0
 150102_1407  2-Jan-2015 14:07:36 14:08:01 14:08:58    4.112     380.9634146341  n5 n3 n1 n0
 150103_0115  3-Jan-2015 01:15:32 01:16:45 01:19:05    1.715     270.2206572770  n5 n1 n3 n0
 150103_0603  3-Jan-2015 06:03:21 06:04:10 06:12:34    7.079     342.0271247740  n5 n3 n1 n0
 150103_0614  3-Jan-2015 06:14:00 06:16:56 06:18:42    6.808     618.7809187279  n5 n4 n2 n3
 150103_0714  3-Jan-2015 07:14:06 07:21:33 07:24:37    1.655     935.3248811410  n1 n3 n0 n5
 150103_1038  3-Jan-2015 10:38:28 10:39:09 10:40:30    2.885     362.7886178862  n1 n3 n0 n5
 150103_1041  3-Jan-2015 10:41:44 10:41:54 10:44:08    2.927    1577.8194444444  n1 n3 n5 n0
 150103_1048  3-Jan-2015 10:48:29 10:48:38 10:48:47    3.780    2412.0588235294  n5 n1 n3 n0
 150104_0037  4-Jan-2015 00:37:19 00:39:14 00:50:01    2.346     337.3858267717  n5 n3 n1 n0
 150104_1520  4-Jan-2015 15:20:29 15:33:48 15:40:42   30.945    2365.0156765677  n5 n1 n3 n4
 150104_1617  4-Jan-2015 16:17:38 16:39:00 16:41:40    1.705     189.9472954230  n5 n3 n1 n0
 150104_2122  4-Jan-2015 21:22:26 21:22:59 21:25:06    3.813     435.5312500000  n1 n3 n5 n0
 150105_0039  5-Jan-2015 00:39:36 00:40:25 00:42:07    1.911     326.9276315789  n1 n3 n0 n5
 150105_0206  5-Jan-2015 02:06:50 02:08:57 02:10:15    5.807     533.6878048780  n5 n3 n1 n0
 150105_1509  5-Jan-2015 15:09:20 15:09:36 15:14:19    1.113     221.0000000000  n5 n3 n1 n0
 150105_1742  5-Jan-2015 17:42:33 17:44:15 18:12:07   11.726     584.9205186020  n5 n4 n2 n1
 150105_2307  5-Jan-2015 23:07:49 23:12:44 23:23:51   25.778    1386.4195223261  n5 n1 n3 n0
 150106_0517  6-Jan-2015 05:17:39 05:20:15 05:48:22    7.516     603.8073792729  n5 n1 n3 n4
 150106_1142  6-Jan-2015 11:42:16 11:46:18 11:58:24   74.605    9547.8481404959  n1 n3 n0 n5
 150107_1145  7-Jan-2015 11:45:18 11:47:46 11:56:01   14.377     862.7947122862  n5 n3 n1 n4
 150107_1457  7-Jan-2015 14:57:58 14:58:59 15:02:04    7.445     704.7195121951  n5 n3 n1 n4
 150108_0023  8-Jan-2015 00:23:10 00:23:39 00:24:32    2.152     340.5243902439  n5 n3 n1 n4
 150108_0438  8-Jan-2015 04:38:07 04:38:07 04:40:34   15.470    1473.3673469388  n5 n1 n3 n4
 150108_1544  8-Jan-2015 15:44:36 15:45:38 15:50:08    1.565     252.0542168675  n5 n3 n1 n4
 150109_0427  9-Jan-2015 04:27:38 04:27:38 04:29:08   12.188    1892.0222222222  n5 n3 n1 n4
 150109_0806  9-Jan-2015 08:06:38 08:12:50 08:29:09   21.047    1184.2559171598  n5 n3 n1 n4
 150109_1737  9-Jan-2015 17:37:32 17:38:26 17:40:20    1.832     356.6607142857  n5 n3 n1 n4
 150109_2218  9-Jan-2015 22:18:44 22:19:09 22:29:03    1.624     255.7560581583  n0 n1 n3 n6
 150110_0145 10-Jan-2015 01:45:31 01:46:53 01:52:58    5.436     386.1950672646  n5 n1 n3 n0
 150110_1117 10-Jan-2015 11:17:23 11:21:04 11:29:52    4.046     430.1106666667  n5 n1 n3 n0
 150111_0230 11-Jan-2015 02:30:31 02:32:42 02:55:01    1.656     199.3918367347  n5 n1 n3 n4
 150111_0546 11-Jan-2015 05:46:36 05:46:36 05:49:20    0.948     156.2804878049  n5 n1 n3 n0
 150111_0905 11-Jan-2015 09:05:21 09:15:39 09:30:40    1.505     240.2703947368  n0 n1 n3 n6
 150112_0219 12-Jan-2015 02:19:15 02:20:33 02:26:13    2.309     278.1483253589  n5 n3 n1 n4
 150112_0427 12-Jan-2015 04:27:32 04:30:57 04:36:49    5.892     546.4649910233  n0 n1 n3 n5
 150112_0744 12-Jan-2015 07:44:47 07:49:58 07:52:17    4.272     503.8780487805  n5 n1 n3 n0
 150112_1242 12-Jan-2015 12:42:24 12:42:53 12:43:30    1.899     226.0606060606  n5 n4 n2 n3
 150112_1455 12-Jan-2015 14:55:54 15:10:30 15:12:04    0.950     141.1915550978  n5 n4 n2 n3
 150113_0415 13-Jan-2015 04:15:13 04:21:36 04:39:04  364.968   71294.9762237762  n5 n4 n2 n3
 150113_0524 13-Jan-2015 05:24:32 05:24:45 05:33:41    0.720      96.5755919854  n5 n1 n3 n4
 150113_0533 13-Jan-2015 05:33:58 05:38:40 05:39:13    0.694     145.5873015873  n0 n1 n3 n6
 150113_1311 13-Jan-2015 13:11:22 13:12:32 13:16:29    4.563     352.3061889251  n5 n1 n3 n4
 150113_2303 13-Jan-2015 23:03:52 23:04:17 23:06:11    2.423     382.9784172662  n5 n4 n3 n1
 150114_0156 14-Jan-2015 01:56:13 01:56:40 01:56:59    4.046     852.7872340426  n5 n1 n3 n0
 150114_0227 14-Jan-2015 02:27:13 02:29:08 02:37:52   20.749    1170.8294209703  n5 n3 n1 n4
 150114_0335 14-Jan-2015 03:35:48 03:43:35 03:56:58   45.701    2340.8748031496  n1 n3 n0 n5
 150114_0841 14-Jan-2015 08:41:27 08:43:24 08:50:01    6.197    1645.2392996109  n5 n3 n1 n4
 150114_1157 14-Jan-2015 11:57:02 11:57:27 12:01:12    2.039     359.7920000000  n5 n3 n1 n4
 150114_1300 14-Jan-2015 13:00:23 13:00:40 13:12:49    5.602     556.0348993289  n5 n4 n2 n1
 150114_1819 14-Jan-2015 18:19:30 18:20:11 18:27:45    1.563     276.6995967742  n5 n3 n1 n4
 150114_1942 14-Jan-2015 19:42:02 19:42:43 19:44:54    3.814     421.2383720930  n0 n1 n3 n6
 150114_2316 14-Jan-2015 23:16:32 23:20:21 23:28:12    2.323     269.4585714286  n1 n3 n0 n5
 150115_0322 15-Jan-2015 03:22:36 03:25:20 03:41:59    1.770     237.6534823732  n5 n1 n3 n4
 150115_1450 15-Jan-2015 14:50:18 14:56:02 15:00:49    2.288     291.3343898574  n0 n6 n1 n3
 150115_1639 15-Jan-2015 16:39:03 16:39:44 16:50:44    3.593     405.7885714286  n5 n4 n2 n3
 150116_0320 16-Jan-2015 03:20:43 03:22:01 03:26:35    2.834     228.2528409091  n1 n3 n0 n5
 150119_2045 19-Jan-2015 20:45:33 20:46:55 20:50:40    1.741     232.8436482085  n0 n1 n3 n6
 150120_2310 20-Jan-2015 23:10:15 23:23:05 23:23:22    0.905     137.1564885496  n5 n4 n2 n1
 150121_1036 21-Jan-2015 10:36:29 10:41:08 10:53:29    4.013     406.6323529412  n0 n1 n3 n6
 150121_1153 21-Jan-2015 11:53:21 11:53:38 11:56:50    0.413      68.8277511962  n5 n1 n3 n0
 150121_1526 21-Jan-2015 15:26:37 15:30:27 15:46:17    8.135     624.0915254237  n5 n4 n2 n3
 150121_1639 21-Jan-2015 16:39:36 16:41:35 16:51:12    3.033     319.3965517241  n5 n4 n2 n1
 150122_0445 22-Jan-2015 04:45:58 04:50:45 04:51:10    9.673    1472.9003215434  n5 n4 n2 n1
 150122_0845 22-Jan-2015 08:45:02 08:46:48 08:50:33    3.063     360.9849397590  n1 n3 n0 n5
 150122_1828 22-Jan-2015 18:28:29 18:29:10 18:30:32    2.169     313.3658536585  n0 n1 n3 n6
 150123_0251 23-Jan-2015 02:51:08 02:52:09 02:57:41   11.062    2826.9491094148  n5 n4 n2 n3
 150124_0735 24-Jan-2015 07:35:19 07:35:35 07:36:12    3.344     464.3396226415  n5 n4 n2 n1
 150124_1018 24-Jan-2015 10:18:44 10:19:17 10:20:35    2.609     331.0360360360  n5 n4 n2 n3
 150126_1649 26-Jan-2015 16:49:12 16:50:38 16:55:04   14.078    1347.9801136364  n5 n4 n2 n1
 150127_1248 27-Jan-2015 12:48:41 12:48:49 12:49:51    1.275     210.0714285714  n1 n3 n0 n5
 150127_2354 27-Jan-2015 23:54:28 23:57:28 00:03:37    5.073     557.2768670310  n5 n4 n2 n3
 150128_0125 28-Jan-2015 01:25:13 01:26:26 01:29:39    1.099     141.3421052632  n5 n1 n3 n0
 150128_0426 28-Jan-2015 04:26:49 04:37:33 05:08:36    8.681     656.9066613482  n5 n1 n3 n0
 150128_0519 28-Jan-2015 05:19:11 05:24:06 05:27:39    7.788    1205.0531496063  n5 n1 n3 n4
 150128_0940 28-Jan-2015 09:40:35 09:41:00 09:41:33    2.406     513.1929824561  n5 n3 n1 n4
 150128_1053 28-Jan-2015 10:53:05 10:53:34 10:56:59    1.253     207.6695278970  n5 n4 n2 n3
 150128_1308 28-Jan-2015 13:08:40 13:10:02 13:12:21    1.756     282.4886877828  n5 n1 n3 n4
 150129_0250 29-Jan-2015 02:50:05 02:51:31 02:53:30    6.970     792.0878048780  n5 n1 n3 n0
 150129_0310 29-Jan-2015 03:10:47 03:11:44 03:16:14    8.945     629.7926829268  n0 n1 n3 n6
 150129_0422 29-Jan-2015 04:22:07 04:22:36 04:25:36    2.037     280.3875598086  n5 n1 n3 n4
 150129_0428 29-Jan-2015 04:28:16 04:30:27 04:39:32    3.880     353.1789940828  n5 n4 n2 n3
 150129_0553 29-Jan-2015 05:53:24 05:58:31 06:02:32    0.785     134.2896174863  n5 n4 n2 n3
 150129_0627 29-Jan-2015 06:27:48 06:28:33 06:29:10    1.854     282.1585365854  n0 n1 n3 n6
 150129_0920 29-Jan-2015 09:20:31 09:21:12 09:22:50    3.415     333.6906474820  n0 n1 n3 n5
 150129_0955 29-Jan-2015 09:55:36 09:56:26 09:59:38    9.809     553.0041322314  n5 n1 n3 n0
 150129_1038 29-Jan-2015 10:38:37 10:39:06 10:41:21    1.756     245.5060975610  n5 n1 n3 n4
 150129_1134 29-Jan-2015 11:34:48 11:37:21 11:38:45   45.289   26534.3333333333  n5 n4 n2 n3
 150129_1220 29-Jan-2015 12:20:28 12:22:31 12:31:28   13.690    4197.9454545455  n5 n1 n3 n4
 150129_1414 29-Jan-2015 14:14:08 14:14:49 14:17:33    3.510     426.0585365854  n5 n3 n1 n4
 150129_2010 29-Jan-2015 20:10:32 20:15:52 20:23:35    1.495     184.0498721228  n5 n1 n3 n4
 150129_2342 29-Jan-2015 23:42:55 23:45:18 23:57:15   41.202    1604.7058139535  n5 n3 n1 n4
 150130_0056 30-Jan-2015 00:56:35 00:56:43 01:16:47    2.009     197.6930693069  n5 n4 n2 n3
 150130_0118 30-Jan-2015 01:18:17 01:22:56 01:33:02    0.656     125.8790960452  n0 n1 n3 n6
 150130_0453 30-Jan-2015 04:53:31 04:54:00 04:59:36    1.057     128.0876712329  n1 n3 n5 n0
 150130_0542 30-Jan-2015 05:42:35 06:00:07 06:35:21   10.455     779.3452305749  n5 n3 n1 n4
 150130_0734 30-Jan-2015 07:34:12 07:37:27 07:39:00   16.602    2331.4861111111  n0 n1 n3 n5
 150130_1212 30-Jan-2015 12:12:37 12:14:41 12:32:49  123.232   15616.4603960396  n5 n4 n2 n3
 150130_1746 30-Jan-2015 17:46:03 17:46:15 17:46:56    2.530     490.6037735849  n5 n1 n3 n4
 150201_0844  1-Feb-2015 08:44:36 08:44:57 08:46:39    1.402     259.6422764228  n5 n3 n1 n4
 150201_2121  1-Feb-2015 21:21:49 21:24:00 21:26:56    1.136     177.1074918567  n0 n3 n1 n6
 150202_0400  2-Feb-2015 04:00:20 04:00:48 04:01:21    2.955     507.5409836066  n3 n1 n5 n0
 150202_2304  2-Feb-2015 23:04:19 23:07:20 23:13:12    1.210     247.8439849624  n5 n3 n1 n0
 150203_2105  3-Feb-2015 21:05:45 21:06:09 21:09:54    2.217     280.5240000000  n5 n3 n1 n4
 150203_2253  3-Feb-2015 22:53:41 22:54:30 23:00:18    1.554     209.8967254408  n1 n3 n0 n5
 150204_0210  4-Feb-2015 02:10:47 02:13:36 02:26:27   56.811    9353.6723404255  n1 n3 n0 n5
 150204_1005  4-Feb-2015 10:05:18 10:05:49 10:08:21    9.507    1985.3825136612  n5 n3 n1 n0
 150205_0947  5-Feb-2015 09:47:50 09:50:34 09:57:19    2.282     281.9683655536  n1 n3 n5 n0
 150208_1046  8-Feb-2015 10:46:58 10:47:39 10:47:47    0.849     206.1836734694  n5 n1 n3 n4
 150209_0558  9-Feb-2015 05:58:01 06:08:32 06:10:23    1.512     239.2415654521  n5 n1 n3 n0
 150209_1824  9-Feb-2015 18:24:49 18:26:03 18:34:15    1.572     208.8070796460  n5 n1 n3 n4
 150209_2305  9-Feb-2015 23:05:11 23:25:07 23:55:10   21.352    2258.5540360240  n3 n1 n0 n5
 150210_0040 10-Feb-2015 00:40:32 01:12:54 01:21:34    0.838     141.3915515841  n5 n1 n3 n0
 150210_0418 10-Feb-2015 04:18:06 04:19:24 04:22:57    1.552     256.2920962199  n5 n1 n3 n0
 150212_0208 12-Feb-2015 02:08:46 02:10:36 02:20:39   23.021    1062.2524544180  n5 n3 n1 n0
 150212_0407 12-Feb-2015 04:07:53 04:08:26 04:09:03    6.315     542.3857142857  n5 n1 n3 n0
 150218_2204 18-Feb-2015 22:04:21 22:08:02 22:12:28    3.089     416.0841889117  n5 n1 n3 n0
 150219_0056 19-Feb-2015 00:56:14 00:56:43 00:57:57    3.725     477.6078431373  n5 n1 n3 n4
 150220_1506 20-Feb-2015 15:06:28 15:08:15 15:10:34    3.460     523.3333333333  n5 n1 n3 n0
 150220_2012 20-Feb-2015 20:12:41 20:13:09 20:14:23    1.524     266.0196078431  n3 n1 n0 n5
 150221_0040 21-Feb-2015 00:40:50 00:41:19 00:42:00    2.531     326.3142857143  n5 n1 n3 n0
 150221_0519 21-Feb-2015 05:19:31 05:19:31 05:22:11   11.577    2092.6375000000  n5 n3 n1 n4
 150228_0931 28-Feb-2015 09:31:03 09:31:28 09:44:26    0.664     111.3399750934  n5 n4 n3 n1
 150302_0301  2-Mar-2015 03:01:00 03:01:21 03:01:49    1.193     154.2448979592  n5 n4 n2 n3
 150302_0552  2-Mar-2015 05:52:58 05:54:08 05:58:30    4.507     415.1174698795  n5 n3 n1 n4
 150302_0706  2-Mar-2015 07:06:07 07:07:24 07:16:09    7.281     312.9368770764  n1 n3 n0 n5
 150302_0743  2-Mar-2015 07:43:52 07:46:27 07:49:11   13.560    1644.1410658307  n5 n1 n3 n4
 150302_0839  2-Mar-2015 08:39:26 08:40:28 08:44:42    1.389     216.1111111111  n5 n4 n3 n1
 150302_1026  2-Mar-2015 10:26:38 10:32:55 10:51:25    3.943     274.7874915938  n0 n1 n3 n6
 150302_1157  2-Mar-2015 11:57:27 11:59:01 12:01:37    1.047     210.3120000000  n5 n3 n1 n4
 150302_1506  2-Mar-2015 15:06:31 15:26:11 15:45:50  297.578   35447.3760067825  n5 n3 n1 n4
 150302_1932  2-Mar-2015 19:32:12 19:32:17 19:59:31   61.520    1307.2069597070  n5 n4 n2 n3
 150302_2303  2-Mar-2015 23:03:18 23:11:33 23:29:02   18.800     891.9365284974  n0 n1 n3 n6
 150303_0021  3-Mar-2015 00:21:09 00:25:52 00:30:22    7.399     710.0180831826  n5 n3 n1 n4
 150303_0153  3-Mar-2015 01:53:31 02:00:58 02:04:14    0.676     115.7651632970  n5 n4 n2 n3
 150303_0213  3-Mar-2015 02:13:11 02:21:43 02:32:59    3.836     332.4124579125  n0 n1 n3 n6
 150303_1324  3-Mar-2015 13:24:06 13:31:00 13:50:52    7.019     472.0740971357  n5 n3 n1 n4
 150304_1013  4-Mar-2015 10:13:20 10:16:53 10:21:11    0.993     170.1868365180  n0 n1 n3 n6
 150305_0943  5-Mar-2015 09:43:50 09:45:36 09:57:08    1.841     262.9198998748  n5 n4 n2 n3
 150305_1759  5-Mar-2015 17:59:22 18:05:28 18:19:58   19.374    6191.7736459175  n0 n1 n3 n6
 150305_1945  5-Mar-2015 19:45:48 19:53:09 19:57:47    3.150     281.4172461752  n5 n4 n2 n3
 150305_2246  5-Mar-2015 22:46:44 22:47:41 22:57:15    4.247     351.9778129952  n5 n3 n1 n4
 150306_0148  6-Mar-2015 01:48:37 01:53:28 01:58:18    2.662     445.3024054983  n5 n3 n1 n4
 150306_0435  6-Mar-2015 04:35:38 04:37:25 05:32:35   56.410    4288.5105386417  n5 n1 n3 n4
 150306_0656  6-Mar-2015 06:56:01 06:58:41 07:10:01    2.834     359.5988095238  n5 n1 n3 n0
 150306_1549  6-Mar-2015 15:49:31 15:50:12 15:51:58   12.990    1045.2517006803  n5 n1 n3 n4
 150306_1600  6-Mar-2015 16:00:43 16:01:44 16:03:22    2.700     542.2062500000  n0 n1 n3 n6
 150306_2108  6-Mar-2015 21:08:15 21:08:48 21:10:51    5.910     850.5705128205  n5 n4 n3 n1
 150307_0634  7-Mar-2015 06:34:31 06:36:05 06:37:14    1.445     285.9451219512  n5 n3 n1 n4
 150307_1359  7-Mar-2015 13:59:45 14:00:47 14:03:18    0.439      83.7370892019  n5 n4 n2 n3
 150307_1410  7-Mar-2015 14:10:57 14:45:09 14:50:53    1.239     111.5638564274  n1 n3 n5 n0
 150307_1541  7-Mar-2015 15:41:20 16:03:32 16:32:20    0.859     128.0643790850  n5 n3 n1 n4
 150307_1707  7-Mar-2015 17:07:09 17:12:00 17:13:05    0.481      76.4522471910  n5 n4 n2 n3
 150307_1727  7-Mar-2015 17:27:26 17:28:03 17:32:04    0.271      48.0358422939  n0 n1 n3 n6
 150307_1739  7-Mar-2015 17:39:59 17:53:06 17:54:28    1.016      54.1025345622  n1 n3 n0 n5
 150307_1852  7-Mar-2015 18:52:42 19:11:32 19:42:07    0.642     106.5917060013  n5 n3 n1 n4
 150307_2017  7-Mar-2015 20:17:54 20:21:39 20:24:14    0.370      64.3333333333  n5 n4 n2 n1
 150307_2038  7-Mar-2015 20:38:10 20:41:19 20:42:55    0.430     241.4195804196  n0 n1 n3 n6
 150307_2057  7-Mar-2015 20:57:35 20:58:24 21:04:24    0.331      54.2926829268  n0 n1 n3 n6
 150307_2153  7-Mar-2015 21:53:12 22:12:37 22:49:18  293.426   77226.2293523470  n5 n4 n3 n2
