Fermi GBM Flare List  (generated 29-May-2025 05:00)
                                                                                                    
Total # flares: 1232   Time range: 14-Nov-2014 00:00:00.000 - 01-Jun-2017 00:00:00.000
                                                                                                    
   Flare         Start time         Peak     End       Peak        Avg. Count      Sunward
                                                       c/ms           Rate        Detectors

 141202_0800  2-Dec-2014 08:00:34 08:02:41 08:08:21    3.514     437.0471092077  n3 n1 n0 n5
 141202_1340  2-Dec-2014 13:40:44 13:45:15 13:54:20    1.582     204.4846625767  n5 n1 n3 n0
 141202_1539  2-Dec-2014 15:39:23 15:49:17 16:06:50    7.749     821.1639344262  n3 n1 n0 n5
 141202_1719  2-Dec-2014 17:19:08 17:32:51 17:36:12    4.308     381.9023437500  n3 n1 n0 n5
 141202_2032  2-Dec-2014 20:32:24 20:33:29 20:35:40    1.836     269.8934010152  n3 n1 n0 n5
 141202_2226  2-Dec-2014 22:26:24 22:26:53 22:32:08    3.059     250.5087209302  n3 n1 n0 n5
 141203_0100  3-Dec-2014 01:00:24 01:01:05 01:04:30    2.054     293.2032520325  n5 n2 n4 n1
 141203_0912  3-Dec-2014 09:12:00 09:14:19 09:19:30    4.205     428.9356984479  n3 n1 n0 n5
 141203_0928  3-Dec-2014 09:28:11 09:28:39 09:31:15    0.808     131.6413043478  n3 n1 n0 n5
 141203_1547  3-Dec-2014 15:47:46 15:49:33 15:54:40    1.806     250.4637681159  n3 n1 n0 n5
 141204_0847  4-Dec-2014 08:47:12 08:47:45 09:05:55    2.448     318.5935828877  n0 n1 n3 n5
 141204_1634  4-Dec-2014 16:34:22 16:34:50 16:37:51    1.269     224.1435406699  n5 n1 n3 n0
 141204_1808  4-Dec-2014 18:08:10 18:20:29 19:09:26  442.241   46038.3721436344  n0 n3 n1 n5
 141204_1940  4-Dec-2014 19:40:38 19:41:11 19:49:51   35.689    1479.8408679928  n5 n1 n3 n0
 141205_1205  5-Dec-2014 12:05:02 12:09:36 12:28:35   10.647    1554.2830856334  n5 n4 n2 n3
 141206_0603  6-Dec-2014 06:03:45 06:04:14 06:05:03    4.233     387.0769230769  n5 n1 n3 n0
 141206_1227  6-Dec-2014 12:27:51 12:28:24 12:29:50    0.737      97.8403361345  n5 n1 n3 n0
 141206_1343  6-Dec-2014 13:43:50 13:51:37 13:54:33    1.387     259.0497667185  n5 n4 n2 n3
 141207_1656  7-Dec-2014 16:56:03 16:56:53 16:58:15    4.625     546.8931297710  n1 n3 n0 n5
 141208_0036  8-Dec-2014 00:36:41 00:38:17 00:42:23   28.286    4804.3002915452  n5 n4 n2 n3
 141209_0323  9-Dec-2014 03:23:35 03:24:07 03:26:27    1.766     233.7034883721  n0 n1 n3 n6
 141209_0823  9-Dec-2014 08:23:31 08:26:35 08:40:43   13.665     874.6308139535  n5 n4 n2 n3
 141209_1000  9-Dec-2014 10:00:52 10:22:55 10:27:58   18.237     797.2503075031  n5 n1 n3 n0
 141210_1847 10-Dec-2014 18:47:28 19:15:27 19:31:18    1.122     215.1520912548  n5 n4 n2 n3
 141211_0123 11-Dec-2014 01:23:25 01:24:10 01:24:55    1.437     267.8000000000  n5 n4 n2 n3
 141211_1426 11-Dec-2014 14:26:31 14:26:35 14:27:53    3.216     475.4268292683  n5 n4 n2 n3
 141212_1437 12-Dec-2014 14:37:47 14:39:50 14:41:40    6.077     654.8412017167  n5 n1 n3 n0
 141213_0006 13-Dec-2014 00:06:44 00:07:33 00:07:41    3.787     586.2456140351  n5 n1 n3 n0
 141213_0312 13-Dec-2014 03:12:19 03:15:43 03:22:41    2.262     332.7913322632  n1 n3 n0 n5
 141213_0540 13-Dec-2014 05:40:46 05:47:48 05:52:27    0.944     168.8942857143  n5 n1 n3 n0
 141213_0556 13-Dec-2014 05:56:08 05:58:11 06:06:26    6.977     478.9741518578  n0 n1 n3 n6
 141213_0858 13-Dec-2014 08:58:26 09:00:00 09:03:41    1.075     180.4634920635  n1 n3 n0 n5
 141213_1050 13-Dec-2014 10:50:23 10:52:51 10:58:10    6.235     504.5053533191  n5 n4 n3 n1
 141213_1059 13-Dec-2014 10:59:28 11:00:01 11:01:11    1.777     322.9607843137  n5 n4 n2 n3
 141214_0127 14-Dec-2014 01:27:05 01:28:15 01:34:33   25.186    4162.1562500000  n1 n3 n0 n5
 141214_0419 14-Dec-2014 04:19:44 04:28:28 04:42:24    5.226     583.2705882353  n0 n1 n3 n6
 141214_0550 14-Dec-2014 05:50:38 05:50:46 05:58:00    3.282     319.2036199095  n5 n4 n3 n1
 141214_1335 14-Dec-2014 13:35:36 13:36:46 13:38:37    1.701     231.9166666667  n1 n3 n5 n0
 141214_1650 14-Dec-2014 16:50:55 16:51:52 16:52:37    1.178     250.7450980392  n0 n1 n3 n5
 141214_1822 14-Dec-2014 18:22:16 18:24:19 18:27:56    1.447     268.5117647059  n5 n4 n2 n3
 141214_1947 14-Dec-2014 19:47:11 19:52:43 20:03:10    4.920     488.0229645094  n5 n4 n2 n1
 141214_2013 14-Dec-2014 20:13:12 20:16:08 20:17:38    4.345     355.6729323308  n0 n1 n3 n6
 141214_2145 14-Dec-2014 21:45:23 21:47:46 21:53:34    3.235     415.6829268293  n5 n3 n1 n4
 141215_2118 15-Dec-2014 21:18:07 21:20:36 21:30:56   16.390    1718.5877763329  n5 n1 n3 n4
 141215_2312 15-Dec-2014 23:12:55 23:13:22 23:14:37   12.119    2247.2156862745  n5 n3 n1 n4
 141216_0235 16-Dec-2014 02:35:09 02:37:57 02:47:30    9.014     657.8488529015  n5 n3 n1 n4
 141216_0537 16-Dec-2014 05:37:25 05:37:58 05:39:57    4.153     488.7565789474  n5 n3 n1 n4
 141216_0555 16-Dec-2014 05:55:14 05:55:43 05:57:05    1.857     299.6486486486  n5 n4 n2 n3
 141216_0819 16-Dec-2014 08:19:13 08:20:14 08:30:29    2.314     262.0784023669  n5 n1 n3 n4
 141216_1010 16-Dec-2014 10:10:50 10:12:12 10:22:39   16.248     985.4090267983  n1 n3 n0 n5
 141216_1030 16-Dec-2014 10:30:09 10:30:37 10:30:49    2.862     883.0000000000  n0 n1 n3 n6
 141216_1135 16-Dec-2014 11:35:49 11:39:06 11:47:54   32.232     943.7489655172  n5 n4 n2 n3
 141216_1352 16-Dec-2014 13:52:22 13:52:54 13:53:27    2.347     292.2272727273  n5 n1 n3 n0
 141216_1355 16-Dec-2014 13:55:05 13:55:55 13:56:31    2.201     301.0930232558  n5 n1 n3 n0
 141216_1445 16-Dec-2014 14:45:49 14:46:13 14:46:30    2.351     346.0975609756  n5 n1 n3 n4
 141216_1712 16-Dec-2014 17:12:40 17:13:18 17:13:52    7.756    1773.6527777778  n5 n1 n3 n4
 141217_0048 17-Dec-2014 00:48:15 01:00:35 01:08:04   50.754   10269.2887205387  n5 n4 n2 n3
 141217_0148 17-Dec-2014 01:48:08 01:50:32 02:38:11    4.372     346.5559626915  n5 n4 n2 n3
 141217_0458 17-Dec-2014 04:58:48 05:06:47 05:55:57   70.249    4949.9731621937  n5 n1 n3 n4
 141217_0857 17-Dec-2014 08:57:24 09:00:08 09:04:26    1.133     210.2962085308  n5 n1 n3 n0
 141217_1517 17-Dec-2014 15:17:08 15:17:57 15:19:10    2.320     339.4390243902  n5 n1 n3 n0
 141217_1606 17-Dec-2014 16:06:13 16:10:22 16:21:42    1.604     237.4967741935  n5 n1 n3 n4
 141217_1755 17-Dec-2014 17:55:41 17:55:58 17:56:20    1.341    1053.8717948718  n1 n3 n5 n0
 141217_1916 17-Dec-2014 19:16:54 19:28:26 19:47:25   13.784     526.5101037684  n5 n4 n2 n3
 141217_2103 17-Dec-2014 21:03:06 21:04:16 21:11:34    2.151     205.3129921260  n5 n1 n3 n0
